Amazon_4491,Covers_1767,True
Amazon_4491,Covers_7096,False
Amazon_4491,Covers_7097,False
Amazon_4491,Covers_7098,False
Amazon_4491,Covers_4439,False
Amazon_4491,Covers_23020,False
Amazon_4435,Covers_7096,True
Amazon_4435,Covers_1767,False
Amazon_4435,Covers_7097,False
Amazon_4435,Covers_7098,False
Amazon_4435,Covers_4439,False
Amazon_4435,Covers_23020,False
Amazon_18042,Covers_1767,False
Amazon_18042,Covers_7096,False
Amazon_18042,Covers_7097,False
Amazon_18042,Covers_7098,False
Amazon_18042,Covers_4439,False
Amazon_18042,Covers_23020,False
Amazon_18196,Covers_1767,False
Amazon_18196,Covers_7096,False
Amazon_18196,Covers_7097,False
Amazon_18196,Covers_7098,False
Amazon_18196,Covers_4439,False
Amazon_18196,Covers_23020,False
Amazon_18265,Covers_1767,False
Amazon_18265,Covers_7096,False
Amazon_18265,Covers_7097,False
Amazon_18265,Covers_7098,False
Amazon_18265,Covers_4439,False
Amazon_18265,Covers_23020,False
Amazon_4592,Covers_1767,False
Amazon_4592,Covers_7096,False
Amazon_4592,Covers_7097,False
Amazon_4592,Covers_7098,False
Amazon_4592,Covers_4439,False
Amazon_4592,Covers_23020,False
Amazon_4554,Covers_1767,False
Amazon_4554,Covers_7096,False
Amazon_4554,Covers_7097,True
Amazon_4554,Covers_7098,False
Amazon_4554,Covers_4439,False
Amazon_4554,Covers_23020,False
Amazon_4556,Covers_1767,False
Amazon_4556,Covers_7096,False
Amazon_4556,Covers_7097,False
Amazon_4556,Covers_7098,False
Amazon_4556,Covers_4439,False
Amazon_4556,Covers_23020,False
Amazon_19355,Covers_1767,False
Amazon_19355,Covers_7096,False
Amazon_19355,Covers_7097,False
Amazon_19355,Covers_7098,False
Amazon_19355,Covers_4439,False
Amazon_19355,Covers_23020,False
Amazon_19478,Covers_1767,False
Amazon_19478,Covers_7096,False
Amazon_19478,Covers_7097,False
Amazon_19478,Covers_7098,False
Amazon_19478,Covers_4439,False
Amazon_19478,Covers_23020,False
